PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,SEASON,POSITION,HEIGHT_WO_SHOES,HEIGHT_W_SHOES,WEIGHT,WINGSPAN,STANDING_REACH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS
101247,Keith,Langford,Keith Langford,2005,SG-SF,74.25,75.5,203.2,81,101,32,29.5,,,,11.38,,3.23,8
101135,David,Lee,David Lee,2005,PF,79.75,81,229.5,84,106.5,30.5,32.5,,,,10.8,,3.19,14
12114,David,Lucas,David Lucas,2005,PF,78.5,79.75,233.4,84,103.5,,,,,,,,,17
101249,John,Lucas III,John Lucas III,2005,PG,69.25,70.5,154.4,72,92,29,34,,,,10.44,,3.14,4
101185,Rawle,Marshall,Rawle Marshall,2005,SG-SF,76.5,77.75,186.6,85,104,30.5,37,,,,11.64,,3.21,7
101131,Jason,Maxiell,Jason Maxiell,2005,PF,77,78.25,257.6,87.25,107,,,,,,,,,
101118,Sean,May,Sean May,2005,PF,79,80.5,258.8,85.25,105,30,33,,,,11.04,,3.29,12
101119,Rashad,McCants,Rashad McCants,2005,SG,74.75,76,201,82.75,103.5,32.5,34.5,,,,10.39,,3.11,15
200829,Ivan,McFarlin,Ivan McFarlin,2005,PF,77.5,78.75,228.6,81,105.5,26.5,32,,,,10.64,,3.27,10
12115,Juan,Mendez,Juan Mendez,2005,PF-SF,77.25,78.75,231.4,84,106.5,29,33,,,,11.7,,3.24,14
101223,Aaron,Miles,Aaron Miles,2005,PG,72,73.5,174.6,75.5,94,32,37.5,,,,10.69,,3.22,7
12116,Ellis,Myles,Ellis Myles,2005,PF,78,79.25,255.2,81.75,105.5,26,28.5,,,,12.8,,3.42,15
12117,Larry,O'Bannon,Larry O'Bannon,2005,SG,75,76.25,196,78,99.5,31.5,36.5,,,,11.44,,3.18,17
12118,Drago,Pasalic,Drago Pasalic,2005,SF-PF,81.5,83,238.8,83.75,108.5,25,30.5,,,,12.12,,3.48,11
101108,Chris,Paul,Chris Paul,2005,PG,71.75,73,178,76.25,93,32,38,,,,11.09,,3.22,10
200819,Kevin,Pittsnogle,Kevin Pittsnogle,2005,PF,81.25,82.25,259.2,82.5,106,,,,,,,,,
101232,Roger,Powell,Roger Powell,2005,SF,76.75,78,218.6,83.5,104,,,,,,,,,
201225,Carlos,Powell,Carlos Powell,2005,SF-PF,77.25,78.75,221.8,82.75,105,27.5,34.5,,,,11.54,,3.21,12
101179,Ronnie,Price,Ronnie Price,2005,PG,72.75,74.25,184.8,77.5,96.5,31.5,39,,,,10.49,,3.29,11
101194,Anthony,Roberson,Anthony Roberson,2005,PG,72.75,74.5,178.8,74.75,95,31.5,37,,,,11.17,,3.19,14
201575,Brandon,Rush,Brandon Rush,2005,SG-SF,77,78.5,211.4,83.25,104.5,32.5,35,,,,11.33,,3.31,0
101195,Luke,Schenscher,Luke Schenscher,2005,C,83.75,85.5,241.6,89,111.5,23.5,26.5,,,,12.4,,3.47,1
101134,Wayne,Simien,Wayne Simien,2005,PF,79.25,81,255.8,84,107,27,27.5,,,,11.05,,3.35,11
12120,Tre,Simmons,Tre Simmons,2005,SG-SF,76,77,194.2,79.5,102.5,27,31.5,,,,10.8,,3.18,3
12121,David,Simon,David Simon,2005,C-PF,80,81.5,258.8,87.5,108,28,33,,,,11.98,,3.44,18
101147,Chris,Taft,Chris Taft,2005,PF,80.5,81.5,261,85.75,109,28.5,33,,,,11.26,,3.27,14
12119,Omar,Thomas,Omar Thomas,2005,SF-SG,75.25,76.5,200,80,102,25,29.5,,,,11.11,,3.27,6
12122,Chris,Thomas,Chris Thomas,2005,PG,71.75,73,176.2,75,95,28.5,34,,,,10.84,,3.33,14
101159,Dijon,Thompson,Dijon Thompson,2005,SF-SG,78.25,80,195.8,81.75,105.5,,,,,,,,,
101142,Ronny,Turiaf,Ronny Turiaf,2005,PF,80,81.25,237.8,85.5,106.5,30.5,33,,,,11.5,,3.23,15
101111,Charlie,Villanueva,Charlie Villanueva,2005,PF-SF,81,81.5,236.6,84.25,109,26,31,,,,10.86,,3.3,11
101124,Hakim,Warrick,Hakim Warrick,2005,PF-SF,79.25,80.5,215,86,108,33,38,,,,,,3.22,11
101110,Martell,Webster,Martell Webster,2005,SF,78,79.5,229.6,83,106,28,30.5,,,,11.39,,3.39,7
101156,Robert,Whaley,Robert Whaley,2005,PF-C,80,81,269.4,86,108,28.5,33.5,,,,12.11,,3.25,15
101107,Marvin,Williams,Marvin Williams,2005,PF-SF,79,80.25,228.2,87.5,108,29.5,35,,,,11.11,,3.17,12
101114,Deron,Williams,Deron Williams,2005,PG,73.75,74.75,202.4,78.25,98,30,35,,,,10.83,,3.25,15
101214,Jawad,Williams,Jawad Williams,2005,SF,79,80,218,85.25,106.5,28,34,,,,11.39,,3.23,15
101120,Antoine,Wright,Antoine Wright,2005,SF-SG,77.25,78.25,202.6,80.75,104.5,26.5,29.5,,,,11.45,,3.41,12
101152,Bracey,Wright,Bracey Wright,2005,SG-PG,73.25,74.5,186.8,82,100.5,30,36,,,,11.58,,3.27,8
12123,Kenny,Adeleke,Kenny Adeleke,2006,PF-C,78.5,79.75,250,82.25,104,28.5,30.5,10.5,,,11.57,,3.47,26
200772,Maurice,Ager,Maurice Ager,2006,SG-PG,75.25,76.5,203,79.75,101.5,29.5,35,8,,,11.73,,3.22,11
200746,LaMarcus,Aldridge,LaMarcus Aldridge,2006,PF-C,82,83.25,234,88.75,110,26.5,34,8.7,,,12.02,,3.43,8
201165,Morris,Almond,Morris Almond,2006,SG-SF,76.75,78,214,82,102.5,31,35.5,6.9,,,11.45,,3.19,13
200811,Lou,Amundson,Lou Amundson,2006,PF,79.2,80,221,83.5,103.5,32,35.5,6.8,,,10.58,,3.2,14
202151,Rashad,Anderson,Rashad Anderson,2006,SG,75.25,76.5,224,79,100,27.5,32.5,17.3,,,11.77,,3.48,13
200756,Hilton,Armstrong,Hilton Armstrong,2006,C-PF,81.5,82.25,240,88,109,28.5,31.5,6.3,,,12.28,,3.53,13
200788,James,Augustine,James Augustine,2006,PF,80.25,81.75,227,84.25,104,30,32.5,5.5,,,10.54,,3.25,13
200764,Renaldo,Balkman,Renaldo Balkman,2006,SF-PF,77.25,78.5,206,85,104.5,30.5,35,4.9,,,11.58,,3.22,9
12124,J.P.,Batista,J.P. Batista,2006,PF,79.5,80.5,265,82,103.5,26,30.5,12,,,11.62,,3.38,26
200807,Will,Blalock,Will Blalock,2006,PG,71.25,72.5,194,78,96.5,35,40,7.2,,,11.08,,3.18,8
200847,Brandon,Bowman,Brandon Bowman,2006,SF,78.75,80.25,209,83.5,103,31,34,8.4,,,11.41,,3.31,24
200758,Ronnie,Brewer,Ronnie Brewer,2006,SG-PG,77.75,78.75,223,83.25,103.5,35,41,5,,,11.32,,3.14,19
200787,Denham,Brown,Denham Brown,2006,SG-SF,76,77,218,81.5,102.5,28,34.5,9,,,11.42,,3.25,12
12125,Brad,Buckman,Brad Buckman,2006,PF,79.25,80.75,238,84,107.5,25.5,30.5,10.5,,,12.26,,3.54,10
12126,Nik,Caner-Medley,Nik Caner-Medley,2006,SF,78.5,80,234,81,103,28.5,35.5,9.6,,,10.57,,3.21,17
200760,Rodney,Carney,Rodney Carney,2006,SG-SF,76.5,77.75,204,82,103.5,32,38.5,5.3,,,10.57,,3.06,10
12127,Keydren,Clark,Keydren Clark,2006,PG,69,70.25,184,74.5,92.5,31,34,11.6,,,11.03,,3.11,13
200776,Mardy,Collins,Mardy Collins,2006,PG-SG,76.25,77.5,224,82,103,31.5,37.5,10,,,12,,3.27,9
12128,Taquan,Dean,Taquan Dean,2006,SG-PG,74,75,183,78.75,98,30.5,34.5,3.9,,,10.53,,3.2,16
12129,Terence,Dials,Terence Dials,2006,PF-C,79.75,81,253,84,106,26.5,30,15.8,,,11.54,,3.5,16
12130,Sean,Dockery,Sean Dockery,2006,PG-SG,72.75,74,182,76.5,95.5,29,33,7.3,,,10.88,,3.34,4
200770,Jordan,Farmar,Jordan Farmar,2006,PG,72.75,74,171,75,94.5,33.5,42,4.4,,,11.07,,3.17,11
200751,Randy,Foye,Randy Foye,2006,SG-PG,74.25,75.25,212,78.25,97,32,38,10,,,10.53,,3.23,14
12185,Torin,Francis,Torin Francis,2006,PF-C,81,82,247,85,105.5,26.5,32,12.4,,,11.97,,3.51,9
200752,Rudy,Gay,Rudy Gay,2006,SF-PF,79,80,222,87,107.5,33,40.5,5.7,,,11.03,,3.32,9
12186,Nick,George,Nick George,2006,SF-SG,76,77.75,201,82,103,30.5,38,6,,,11.69,,3.25,14
12187,Taj,Gray,Taj Gray,2006,PF-SF,79.25,80.5,231,84.75,107,28.5,33,6.8,,,11.02,,3.45,10
12188,Dan,Grunfeld,Dan Grunfeld,2006,SF-SG,76.75,78,216,78.25,99,28,33.5,10.4,,,11.3,,3.46,16
12189,Matt,Haryasz,Matt Haryasz,2006,PF-C,81.75,83,219,84.25,107.5,27.5,31.5,9.8,,,11.34,,3.46,10
12190,Eric,Hicks,Eric Hicks,2006,PF,76.75,77.5,238,85.5,105.5,30,34,7.1,,,12.06,,3.34,20
12191,Tedric,Hill,Tedric Hill,2006,SF-PF,79.75,81,236,85,107,30,36.5,7.3,,,12.23,,3.24,1
200812,Daniel,Horton,Daniel Horton,2006,PG-SG,72.5,74.25,198,79,96.5,30,36.5,8,,,10.35,,3.16,17
200780,Solomon,Jones,Solomon Jones,2006,PF-C,80.5,81.75,224,88.75,109,32,39,7.4,,,11.27,,3.3,6
200784,Bobby,Jones,Bobby Jones,2006,SF-SG,77.75,78.75,211,81.5,101.5,28.5,34.5,8,,,11.23,,3.28,15
12192,Viktor,Keyru,Viktor Keyru,2006,SG-PG,77.25,78,202,81.25,104,29,34.5,5.5,,,11.4,,3.24,11
12193,Marco,Killingsworth,Marco Killingsworth,2006,PF,77.5,78.75,266,87,104,28,32,19,,,11.42,,3.34,13
200814,Tarence,Kinsey,Tarence Kinsey,2006,SF-SG,76.75,77.5,179,78.75,100.5,29,35.5,4.1,,,10.67,,3.3,5
12194,Carl,Krauser,Carl Krauser,2006,PG,71.75,72.75,190,78.25,97,26,31,8,,,11.62,,3.38,8
200840,Chris,McCray,Chris McCray,2006,SG,75,76,187,77.75,96.5,30.5,39,9.6,,,11.46,,3.34,1
201019,Gerry,McNamara,Gerry McNamara,2006,PG-SG,71.75,72.5,177,72.75,92.5,27,32,12.8,,,11.28,,3.4,3
200822,Pops,Mensah-Bonsu,Pops Mensah-Bonsu,2006,PF-C,79.5,81,232,84,105.5,31.5,36,5.8,,,11.47,,3.29,19
200859,Paul,Miller,Paul Miller,2006,PF-C,80.5,81.25,251,84,101.5,29,35.5,13.8,,,12.25,,3.66,25
200794,Paul,Millsap,Paul Millsap,2006,PF,78.25,79.25,258,85.5,105.5,28.5,32.5,9.7,,,11.67,,3.3,15
201383,Dwayne,Mitchell,Dwayne Mitchell,2006,SG-SF,74,75.25,208,78.5,98.5,37.5,41.5,4.5,,,11.45,,3.16,17
200747,Adam,Morrison,Adam Morrison,2006,SF,78.5,79.75,198,82,105,25.5,30.5,6.8,,,11.46,,3.37,11
12195,Yemi,Nicholson,Yemi Nicholson,2006,PF-C,79.75,81.5,258,88.25,107,26.5,26,17.2,,,12.57,,3.65,8
200786,David,Noel,David Noel,2006,SF-SG,76.5,78,223,81.5,100,34.5,38.5,6.1,,,10.54,,3.07,20
200779,Steve,Novak,Steve Novak,2006,SF,80,81.25,216,81.5,103,24.5,31,8.1,,,11.11,,3.37,5
200753,Patrick,O'Bryant,Patrick O'Bryant,2006,C,83,84,249,89.75,113,26.5,30,10,,,12.68,,3.63,13
12196,Danilo,Pinnock,Danilo Pinnock,2006,PG-SG,74.75,76,204,79.5,100.5,29.5,35.5,4.6,,,11.91,,3.08,7
200809,Chris,Quinn,Chris Quinn,2006,PG-SG,72.5,73.5,175,77,94,32,37,5.9,,,11.25,,3.25,7
200810,Allan,Ray,Allan Ray,2006,SG,73,74.25,204,80.5,99.5,28.5,35.5,9.8,,,11.01,,3.2,9
200755,JJ,Redick,JJ Redick,2006,SG,76,76.75,190,75.25,97.5,27.5,33,7,,,10.94,,3.29,6
201015,Antywane,Robinson,Antywane Robinson,2006,SF-PF,78.25,79.5,217,86.5,105.5,29,32.5,6.9,,,11.73,,3.4,12
200750,Brandon,Roy,Brandon Roy,2006,SG-SF,77.25,78.25,207,80,101,34,40.5,7.6,,,11.13,,3.27,6
-1,Blake,Schilb,Blake Schilb,2006,PG-SG,77.25,78.25,209,80.75,102,28.5,34.5,11.3,,,11.25,,3.43,13
200754,Mouhamed,Sene,Mouhamed Sene,2006,C,83,84,237,92.5,113,28.5,31,6.6,,,12.52,,3.38,7
200759,Cedric,Simmons,Cedric Simmons,2006,PF-C,80.25,81.5,223,88.25,108.5,30.5,35,5.6,,,11.05,,3.31,15
201201,Marcus,Slaughter,Marcus Slaughter,2006,PF-SF,79,80,220,83.5,104.5,30,34,8.5,,,11.56,,3.4,9
200783,Craig,Smith,Craig Smith,2006,PF,77.5,78.5,259,81.5,103.5,30,29.5,12.2,,,11.59,,3.4,
200848,Steven,Smith,Steven Smith,2006,SF-PF,79.5,81.25,238,84.5,104,29.5,34.5,7.8,,,12.08,,3.4,15
23033,Michael,Southhall,Michael Southhall,2006,C,81.5,82.25,241,88.25,107.5,31.5,37,7.9,,,12.29,,3.51,2
12199,Frans,Steyn,Frans Steyn,2006,C,85.25,86.5,280,86.25,109,28.5,29.5,12.8,,,11.67,,3.38,
201028,Curtis,Stinson,Curtis Stinson,2006,SG,73.75,74.75,208,77,97.5,28,31.5,6,,,10.95,,3.27,17
200748,Tyrus,Thomas,Tyrus Thomas,2006,PF-SF,79.25,80.25,217,87,108,34,39.5,5.6,,,11.36,,3.2,8
12200,Joah,Tucker,Joah Tucker,2006,SF-SG,75.75,77.25,224,78.5,99.5,29,34,7,,,11.58,,3.31,19
12201,Ian,Vouyoukas,Ian Vouyoukas,2006,C-PF,80.5,81.5,267,84.75,108.5,23,28,14.8,,,13.7,,3.72,8
200827,Darius,Washington,Darius Washington,2006,PG,71.5,73,195,76,96,29,37.5,9.7,,,10.71,,3.26,9
201228,CJ,Watson,CJ Watson,2006,PG,72.5,73.75,171,78,96,31.5,34,5.2,,,11.61,,3.15,12
12203,Eric,Williams,Eric Williams,2006,C-PF,79.25,80.75,285,88.25,106.5,28.5,29,13,,,11.71,,3.56,17
200749,Shelden,Williams,Shelden Williams,2006,PF-C,79.5,80.5,258,88.25,104,29,33.5,11.4,,,11.53,,3.59,25
200761,Shawne,Williams,Shawne Williams,2006,SF-PF,79.25,80.75,227,87,104,32,31,8,,,10.69,,3.3,
200766,Marcus,Williams,Marcus Williams,2006,PG,74,75.25,215,79,97.5,24.5,28,12.4,,,11.3,,3.4,4
200818,Justin,Williams,Justin Williams,2006,C-PF,79.25,80.75,211,85.5,109,26.5,31.5,6.5,,,11.9,,3.31,7
202124,Curtis,Withers,Curtis Withers,2006,PF-SF,78,78.5,227,82,101,35,36.5,5,,,11.54,,3.1,14
12204,Mohamed,Abukar,Mohamed Abukar,2007,SF,80,81.75,210,81,103,30.5,35,8.9,,,11.78,,3.37,15
12205,Mario,Boggan,Mario Boggan,2007,PF,77,79,240,86,107,24,26.5,9.2,,,12.18,,3.45,12
12206,Craig,Bradshaw,Craig Bradshaw,2007,PF,80,81.75,240,85.5,106.5,26,28,12.1,,,11.88,,3.54,12
201147,Corey,Brewer,Corey Brewer,2007,SF-SG,78,79.75,185,80.25,103,30.5,36.5,4.2,,,11.69,,3.22,11
201166,Aaron,Brooks,Aaron Brooks,2007,PG,70,71.75,161,76,94,32.5,39.5,2.7,,,10.57,,3.2,6
201628,Bobby,Brown,Bobby Brown,2007,PG,71,73.75,170,76,95.5,32.5,41,6.6,,,11.27,,3.25,3
201469,Russell,Carter,Russell Carter,2007,SG,75,76.5,221,80.5,97.5,33,38.5,6,,,11.61,,3.29,25
12207,Coleman,Collins,Coleman Collins,2007,PF,80,81.75,236,86,107,30,35,6.2,,,11.47,,,21
201144,Mike,Conley,Mike Conley,2007,PG,71,72.75,175,77.75,94.5,35.5,40.5,4.2,,,11.63,,3.09,13
201161,Daequan,Cook,Daequan Cook,2007,SG,75,77.75,203,80.25,101.5,30,34.5,7,,,11.12,,3.22,4
12208,Ryvon,Covile,Ryvon Covile,2007,C-PF,79,80.5,250,85.25,107.5,25,30.5,8,,,12.52,,3.37,19
201159,Javaris,Crittenton,Javaris Crittenton,2007,PG,75,76.75,194,77.5,98,32.5,38,4.5,,,11.6,,3.32,11
201176,Jermareo,Davidson,Jermareo Davidson,2007,PF,81,83,230,88,109.5,27,30,6.9,,,12.63,,3.53,7
12209,Justin,Doellman,Justin Doellman,2007,PF,80,81.5,205,80.75,105,,,7,,,,,,19
12210,Zabian,Dowdell,Zabian Dowdell,2007,PG,73,75,191,82,100,30,33.5,5.1,,,11.13,,3.29,3
201162,Jared,Dudley,Jared Dudley,2007,SF,77,79.25,219,79,102,28,32,7.1,,,11.32,,3.45,14
201142,Kevin,Durant,Kevin Durant,2007,SF-PF,81,82.25,215,88.75,110,26,33.5,6.6,,,12.33,,3.45,0
12211,Rashaun,Freeman,Rashaun Freeman,2007,PF,78,80,244,83.5,104,28,32,11.5,,,11.43,,3.41,20
201189,Aaron,Gray,Aaron Gray,2007,C,84,85.75,271,87.25,108.5,27,32.5,10.8,,,12.07,,3.7,17
12212,Caleb,Green,Caleb Green,2007,PF,78,80,238,83.75,103,28.5,36,10.9,,,11.72,,3.46,9
201145,Jeff,Green,Jeff Green,2007,SF,79,81.5,228,85.25,103,33.5,38,3.7,,,12,,3.34,17
201192,Taurean,Green,Taurean Green,2007,PG,71,72.75,173,74.25,96,29,32.5,4.6,,,11.3,,3.26,8
201150,Spencer,Hawes,Spencer Hawes,2007,PF,82,84.75,244,84.5,110,26,29,13,,,11.88,,3.51,9
12214,Brandon,Heath,Brandon Heath,2007,PG,74,75.75,181,79,94,32,36,9,,,11.39,,3.28,11
201195,Herbert,Hill,Herbert Hill,2007,C,79,81.75,232,86.25,108.5,30.5,34,5.6,,,12.31,,3.39,15
201143,Al,Horford,Al Horford,2007,PF,80,81.75,246,84.75,107,31,35.5,9.1,,,12.15,,3.37,20
12215,Quinton,Hosley,Quinton Hosley,2007,SF-SG,77,79.75,215,83.25,105,28.5,34,5.7,,,12.47,,3.32,12
12216,James,Hughes,James Hughes,2007,C,81,82.75,209,87,111,31,33,3.5,,,13.31,,3.37,8
12217,Jeremy,Hunt,Jeremy Hunt,2007,SG,74,76.75,198,80.25,101.5,30.5,33,5.2,,,12.11,,3.29,10
12218,Ekene,Ibekwe,Ekene Ibekwe,2007,PF,80,81,208,90,104,34.5,39,3.2,,,11,,3.28,10
12219,Dominic,James,Dominic James,2007,PG,70,71.75,175,74,93,33.5,38.5,4.8,,,10.94,,3.11,14
201234,Trey,Johnson,Trey Johnson,2007,SG,75,77.75,216,77,98,26.5,35,5.4,,,11.78,,3.31,18
12220,Rashad,Jones-Jennings,Rashad Jones-Jennings,2007,PF,78,79.5,235,84,105.5,25,30,5.9,,,12.18,,3.29,20
201185,Jared,Jordan,Jared Jordan,2007,PG,72,73.75,183,72,94,24.5,28.5,7,,,11.02,,3.39,6
201207,Coby,Karl,Coby Karl,2007,SG-PG,75,76.75,204,83,99.5,32,34.5,5.4,,,11.57,,3.41,9
12221,Antanas,Kavaliauskas,Antanas Kavaliauskas,2007,PF,81,82.5,237,82.5,106.5,25.5,30,7.7,,,11.19,,3.42,19
201171,Carl,Landry,Carl Landry,2007,PF,79,80.5,248,83,102.5,31.5,36.5,7.5,,,11.35,,3.29,21
201186,Stephane,Lasme,Stephane Lasme,2007,PF,77,79,213,86,107,29.5,36,4.9,,,11.73,,3.22,17
201151,Acie,Law,Acie Law,2007,PG,74,75.5,186,78.5,98,29,34,5.6,,,11,,3.22,8
12222,Marko,Lekic,Marko Lekic,2007,C,81,82.5,267,85,108.5,24,30.5,11.4,,,11.96,,3.43,19
12223,Ron,Lewis,Ron Lewis,2007,SG,74,76.5,194,78.5,99,33,38,4.5,,,11.59,,3.22,16
201858,Cartier,Martin,Cartier Martin,2007,SF,76,78.5,218,82,103.5,27,29.5,5.6,,,12.1,,3.43,11
201187,Dominic,McGuire,Dominic McGuire,2007,SF,79,80.25,220,82.5,104,28.5,34.5,4.7,,,10.95,,3.25,12
201177,Josh,McRoberts,Josh McRoberts,2007,PF,80,82,240,85,106.5,27.5,31.5,13.7,,,11.7,,3.47,12
201197,Sammy,Mejia,Sammy Mejia,2007,SG,77,79,218,83,105,27,31.5,8.3,,,11.87,,3.49,7
12224,Brad,Newley,Brad Newley,2007,SG,77,78.5,201,80,102.5,29.5,31.5,8,,,11.77,,3.29,3
201193,Demetris,Nichols,Demetris Nichols,2007,SF,78,79.5,211,84.25,105,28.5,32.5,6.2,,,10.39,,3.38,16
201149,Joakim,Noah,Joakim Noah,2007,PF,82,84,223,85.25,106.5,32.5,37.5,4.8,,,11.79,,3.47,12
201141,Greg,Oden,Greg Oden,2007,C,83,84,257,88.25,112,32,34,7.8,,,11.67,,3.27,
12225,Ivan,Radenovic,Ivan Radenovic,2007,PF,81,82.75,226,83.75,106,23,28,9.8,,,11.61,,3.6,7
12226,JR,Reynolds,JR Reynolds,2007,PG,72,74.75,188,75.25,95,27.5,34.5,8.2,,,11.69,,3.24,15
201181,Chris,Richard,Chris Richard,2007,PF,79,80.75,252,88.5,110.5,26.5,30.5,7.5,,,11.39,,3.29,15
12227,Dustin,Salisbery,Dustin Salisbery,2007,SG,75,76.75,208,80,100.5,34,38,6.6,,,11.07,,3.12,11
12228,Blake,Schilb,Blake Schilb,2007,SG,77,79,214,81,102.5,26.5,33.5,10,,,11.63,,3.36,11
12229,Renaldas,Seibutis,Renaldas Seibutis,2007,SG,76,77.75,185,80.75,101,24,32.5,6.1,,,11.33,,3.39,1
201196,Ramon,Sessions,Ramon Sessions,2007,PG,74,75.75,185,76.25,97.5,29.5,33.5,6.2,,,11.65,,3.27,8
201203,Mustafa,Shakur,Mustafa Shakur,2007,PG,75,76.5,185,77.5,99,28.5,35,4.1,,,11.82,,3.27,11
201160,Jason,Smith,Jason Smith,2007,PF,82.75,83.5,233,82.75,106,33.5,37.5,7.5,,,10.96,,3.29,15
201199,DJ,Strawberry,DJ Strawberry,2007,SG,75.75,77,199,78.5,101,28.5,35,4.5,,,10.87,,3.14,21
201155,Rodney,Stuckey,Rodney Stuckey,2007,SG-PG,75.75,76.5,207,79.25,100.5,30.5,35,6.1,,,11.34,,3.11,14
12230,Curtis,Sumpter,Curtis Sumpter,2007,SF,78,79.75,227,81.5,104,27.5,32.5,5.3,,,11.3,,3.22,12
201180,Yue,Sun,Yue Sun,2007,SF,79.75,80.75,212,81,105,29,34,5.1,,,10.68,,3.45,9
201249,Jamaal,Tatum,Jamaal Tatum,2007,PG,71.5,72.75,168,74.5,93.5,28.5,33,5,,,11.51,,3.22,7
12232,Reyshawn,Terry,Reyshawn Terry,2007,SF,78.75,79.5,222,82,103.5,31,37.5,8.9,,,11.76,,3.26,18
201154,Al,Thornton,Al Thornton,2007,SF,77.75,79,221,85,104,35,41,5.8,,,11.96,,3.16,9
201229,Anthony,Tolliver,Anthony Tolliver,2007,PF,79,80.5,242,86.5,107.5,28.5,30,5.7,,,11.49,,3.29,21
12233,Ali,Traore,Ali Traore,2007,C-PF,80.75,81.75,249,88,108.5,25,29,12.1,,,12.16,,3.52,11
12234,Kyle,Visser,Kyle Visser,2007,C,82,83.5,242,83,108,26,29,10.2,,,12.6,,3.39,18
201208,Darryl,Watkins,Darryl Watkins,2007,C,80.75,82.25,241,87,110,26.5,31,6.9,,,11.65,,3.56,14
12235,Major,Wingate,Major Wingate,2007,C,80.5,82.75,242,88,109,27.5,30.5,6.7,,,12.14,,3.47,15
12236,DaShaun,Wood,DaShaun Wood,2007,PG,70.75,71.5,167,72.75,92,31.5,34.5,5.4,,,11.4,,3.23,13
201148,Brandan,Wright,Brandan Wright,2007,PF,80.75,82,200,87.75,108.5,30.5,35.5,5.8,,,11.76,,3.31,2
201153,Julian,Wright,Julian Wright,2007,SF-PF,78.5,80.5,211,86.25,108,28.5,33.5,6.1,,,11.48,,3.36,2
12237,Avis,Wyatt,Avis Wyatt,2007,PF,80.75,81.5,212,85,107,27.5,32,3.3,,,11.46,,3.23,12
201146,Jianlian,Yi,Jianlian Yi,2007,,,,,,,,,,,,,,,
201152,Thaddeus,Young,Thaddeus Young,2007,SF,77.75,79.5,210,83.5,106,34.5,37,4.9,,,11.06,,3.19,13
201156,Nick,Young,Nick Young,2007,SG-SF,77,78.75,206,84,100.5,39.5,40.5,6.8,,,11,,3.25,6
201570,Joe,Alexander,Joe Alexander,2008,SF-PF,79.25,80.25,220,83.5,106,32.5,38.5,5.8,,,11.33,,2.99,24
201589,Darrell,Arthur,Darrell Arthur,2008,PF,79.5,80.5,216,82.75,107,28.5,30,7.3,,,12.18,,3.14,12
201571,D.J.,Augustin,D.J. Augustin,2008,PG,70,71.5,171.5,75.5,94.5,28.5,35,8.1,,,11.27,,3.07,2
201573,Jerryd,Bayless,Jerryd Bayless,2008,PG-SG,73.75,75,204,75.5,97,31,38,4.7,,,11.26,,3.07,10
201563,Michael,Beasley,Michael Beasley,2008,PF-SF,79,80.25,239,84.25,107,30,35,7.7,,,11.06,,3.24,19
12239,Ramel,Bradley,Ramel Bradley,2008,PG-SG,73.25,74.25,184,77,98,24.5,29.5,5.7,,,10.68,,3.24,9
12240,Tyrone,Brazelton,Tyrone Brazelton,2008,PG,70,71,166,73.75,94,30,34,8.1,,,11.59,,3.25,8
12241,Takais,Brown,Takais Brown,2008,PF,79.25,80.5,252,82,106,29,31,9.2,,,12.47,,3.25,22
201812,Keith,Brumbaugh,Keith Brumbaugh,2008,SF-PF,79.5,80.75,190,79.25,104.5,26,27,4,,,11.65,,3.28,2
201868,Stanley,Burrell,Stanley Burrell,2008,PG,73.5,74.5,201,78.25,97.5,29.5,34.5,5.6,,,11.19,,3.19,21
12242,Brian,Butch,Brian Butch,2008,C-PF,81.5,83,229.6,83.25,108,24,26.5,10.8,,,11.87,,3.52,9
12243,Jamar,Butler,Jamar Butler,2008,PG,72.25,73.5,182,76.75,97,,,6,,,,,,15
12244,Pat,Calathes,Pat Calathes,2008,SF-PF,80.75,81.75,204,81.75,106,,,7.3,,,,,,7
12245,Joe,Crawford,Joe Crawford,2008,SG,75,76,213,77.75,99.5,31,36,7.6,,,11.67,,3.22,13
12246,Chris,Daniels,Chris Daniels,2008,C-PF,80.25,81.5,256,84.5,109,26,28.5,16.1,,,12.72,,3.56,11
201595,Joey,Dorsey,Joey Dorsey,2008,PF-C,78.25,79.25,265,85.75,107,27.5,33,9,,,11.84,,3.2,19
12247,Marcus,Dove,Marcus Dove,2008,SF-PF,78.75,79.5,208,83.5,105,27.5,33.5,5.3,,,11.59,,3.26,10
12248,Josh,Duncan,Josh Duncan,2008,PF,80,81,230,83.5,104.5,28,32,5.4,,,12.47,,3.26,26
12249,Frank,Elegar,Frank Elegar,2008,PF,79.25,80.75,210,87.25,106,33.5,37.5,4.5,,,11.86,,3.17,11
201607,Patrick,Ewing Jr.,Patrick Ewing Jr.,2008,SF-PF,78,79.25,224,84.25,97.5,35,42,9.4,,,11.77,,3.43,2
201814,Gary,Forbes,Gary Forbes,2008,SG,76.5,77.75,220.5,83.25,104.5,27.5,33.5,6.5,,,11.45,,3.25,13
12250,Shan,Foster,Shan Foster,2008,SG,76,77.25,194.5,83.5,103.5,30,33,6.3,,,12.3,,3.24,10
