PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,SEASON,POSITION,HEIGHT_WO_SHOES,HEIGHT_W_SHOES,WEIGHT,WINGSPAN,STANDING_REACH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS
201324,Julian,Sensley,Julian Sensley,2002,PF-SF,79,,228,83.5,105.5,27.5,31.5,,,,11.85,,3.32,8
12064,Israel,Sheinfeld,Israel Sheinfeld,2002,PF-C,80.25,,239,81.75,106.5,,,,,,,,,8
12065,Preston,Shumpert,Preston Shumpert,2002,SF,78,,197,80.5,103.5,28.5,29,,,,11.03,,3.24,9
2447,Tamar,Slay,Tamar Slay,2002,SF,78.75,,203,83.5,104,32.5,38,,,,10.94,,3.09,11
2443,Darius,Songaila,Darius Songaila,2002,PF,80,,240,85,108.5,24.5,29.5,,,,11.69,,3.52,8
2405,Amar'e,Stoudemire,Amar'e Stoudemire,2002,PF,80.5,,233,85.75,108.5,32,35.5,,,,11.19,,3.25,12
2445,Marcus,Taylor,Marcus Taylor,2002,PG,73,,181,76.5,98.5,27.5,33.5,,,,11.25,,3.31,4
12297,Jobey,Thomas,Jobey Thomas,2002,SG,74.75,,183,77.75,99.5,26,32,,,,11.46,,3.3,13
2402,Dajuan,Wagner,Dajuan Wagner,2002,PG-SG,72.75,,193,74,99,28,35,,,,12.03,,3.22,16
2404,Chris,Wilcox,Chris Wilcox,2002,PF-C,80.25,,218,85,107.5,31,34.5,,,,11.43,,3.16,20
2398,Jay,Williams,Jay Williams,2002,PG,72.25,,197,75.5,97,28.5,36,,,,10.34,,3.09,10
2421,Frank,Williams,Frank Williams,2002,PG,73.5,,212,80,100.5,26,31,,,,11.73,,3.29,
2465,George,Williams,George Williams,2002,PF-SF,77.75,,214,84.5,103,33.5,39,,,,11.21,,3.24,11
2417,Qyntel,Woods,Qyntel Woods,2002,SF-SG,79,,213,82,105,33.5,34.5,,,,11.94,,3.23,2
2428,Vincent,Yarbrough,Vincent Yarbrough,2002,SF,77.5,,202,84.5,104.5,30,34,,,,11.7,,3.32,10
200995,Aloysius,Anagonye,Aloysius Anagonye,2003,PF,78.75,,257,86.5,106,31,34.5,10.5,,,12.93,,3.3,6
12072,Rick,Anderson,Rick Anderson,2003,SF-PF,80.25,,216,83,106.5,26,30.5,9.9,,,11.23,,3.4,6
2546,Carmelo,Anthony,Carmelo Anthony,2003,SF,78.25,,233,84,105.5,30.5,33.5,8,,,11.4,,3.15,7
2602,Jerome,Beasley,Jerome Beasley,2003,SF-PF,81,,237,84.5,107,27,32,9.9,,,11.36,,3.25,10
2559,Troy,Bell,Troy Bell,2003,PG,72.25,,178,77,97.5,34.5,41,5.3,,,10.89,,3.06,17
12073,LaVell,Blanchard,LaVell Blanchard,2003,SF,78,,205,78,101.5,33.5,36.5,11.7,,,11.64,,3.38,12
2586,Keith,Bogans,Keith Bogans,2003,SG,76.25,,213,81.25,101,29.5,35,8,,,11.43,,3.25,10
2588,Matt,Bonner,Matt Bonner,2003,PF-SF,80.5,,242,80.75,105.5,27,32,13.6,,,11.52,,3.32,20
2547,Chris,Bosh,Chris Bosh,2003,PF,82.25,,225,87.5,109,30.5,33,8,,,11.8,,3.3,9
2651,Jermaine,Boyette,Jermaine Boyette,2003,PG-SG,73,,187,76,96,29,35.5,7.3,,,11.2,,3.07,14
12295,Souleymane,Camara,Souleymane Camara,2003,PF-SF,81.75,,211,86.25,109,28.5,34.5,9.9,,,11.51,,3.2,2
2679,Matt,Carroll,Matt Carroll,2003,SG-SF,77,,207,78.5,98.5,29,33.5,6.7,,,11.11,,3.35,13
2555,Nick,Collison,Nick Collison,2003,PF,80.75,,255,85.5,108,28,33,17,,,11.62,,3.28,8
2567,Brian,Cook,Brian Cook,2003,PF-SF,81.5,,234,86,109,25,29,10.5,,,11.87,,3.45,6
12074,Joel,Cornette,Joel Cornette,2003,PF-SF,80.25,,239,81.25,105.5,26,32.5,12.9,,,11.27,,3.14,13
2605,Marquis,Daniels,Marquis Daniels,2003,SG-PG,77.25,,198,82,103.5,30.5,35,4,,,11.62,,3.25,6
12075,Aleksander,Djuric,Aleksander Djuric,2003,C-PF,82,,253,84,108,23.5,27.5,16.3,,,11.97,,3.65,3
12076,Ruben,Douglas,Ruben Douglas,2003,SG,75.5,,193,79.25,100.5,28.5,35,6,,,11.95,,3.27,9
2648,Ronald,Dupree,Ronald Dupree,2003,SF-SG,78,,209,80.25,101,37.5,41.5,6.7,,,11.09,,3.23,11
2606,Carl,English,Carl English,2003,SG-PG,76,,201,77.25,98.5,28,34,8,,,11.77,,3.32,11
12077,Ebi,Ere,Ebi Ere,2003,SG,75.5,,210,82.5,102,29.5,33.5,14.1,,,11.38,,3.16,
12078,Marquis,Estill,Marquis Estill,2003,PF-C,80.5,,257,88,108,30,36,11.7,,,12.92,,3.31,7
2551,T.J.,Ford,T.J. Ford,2003,PG,71,,162,71.5,93.5,32.5,39.5,6.7,,,11.45,,3.2,0
12079,Jason,Gardner,Jason Gardner,2003,PG,69.75,,194,73,92,30.5,35,9.3,,,10.62,,3.17,10
2584,Willie,Green,Willie Green,2003,SG-PG,74.5,,201,79.25,100,28.5,28.5,8,,,11.86,,3.19,13
12080,Justin,Hamilton,Justin Hamilton,2003,PG-SG,75,,217,83,103,30,37.5,8,,,11.18,,3.18,17
2580,Travis,Hansen,Travis Hansen,2003,SG,76.5,,200,78.5,100.5,31.5,35,6,,,10.72,,3.18,16
12081,Trevor,Harvey,Trevor Harvey,2003,C-PF,81.5,,245,85,109.5,29.5,32,10.5,,,11.85,,3.32,11
2618,Marcus,Hatten,Marcus Hatten,2003,PG,72.75,,163,78.25,98,29.5,37.5,4,,,11.5,,3.15,7
2550,Kirk,Hinrich,Kirk Hinrich,2003,PG-SG,74.75,,186,78,98.5,29,33.5,5.3,,,10.98,,3.1,10
12082,Jerry,Holman,Jerry Holman,2003,PF,80.75,,232,87.25,109.5,33,37.5,6,,,11.54,,3.24,11
12083,Sam,Hoskin,Sam Hoskin,2003,PF,79.25,,261,82.75,107.5,,,,,,,,,24
2572,Josh,Howard,Josh Howard,2003,SF-SG,77.25,,202,86,105.5,33,36.5,6,,,10.89,,3.09,4
2599,Brandon,Hunter,Brandon Hunter,2003,PF,78.5,,266,86.75,105.5,32.5,35,8,,,11.13,,3.21,25
12084,Sani,Ibrahim,Sani Ibrahim,2003,C-PF,80.5,,229,85,109.5,26,30.5,9.3,,,13.02,,3.4,12
12085,Michael,Ignerski,Michael Ignerski,2003,PF-SF,81.5,,232,82.75,107,26.5,33,10.5,,,11.21,,3.13,10
12086,Robert,Jackson,Robert Jackson,2003,PF-C,79.75,,254,84,107.5,23.5,26,15.9,,,11.26,,3.25,15
2544,LeBron,James,LeBron James,2003,SF-SG,79.25,,245,84.25,106.25,,,6.7,,,,,,
2639,Britton,Johnsen,Britton Johnsen,2003,SF-PF,82,,212,82.75,107.5,26.5,32.5,7.3,,,10.67,,3.08,13
2563,Dahntay,Jones,Dahntay Jones,2003,SG-SF,76.75,,214,81,102.5,30,39.5,2.6,,,10.91,,3.11,
2592,James,Jones,James Jones,2003,SF,79.25,,218,86.5,107.5,30.5,33,6.7,,,11.18,,3.19,9
2549,Chris,Kaman,Chris Kaman,2003,C-PF,83.5,,252,83.75,110.5,23.5,30.5,16.3,,,11.33,,3.37,15
2574,Jason,Kapono,Jason Kapono,2003,SG-SF,78.5,,215,78.5,102,23.5,30,11.7,,,11.04,,3.38,8
12087,Jason,Keep,Jason Keep,2003,C-PF,81.75,,270,84.5,106.5,29.5,34,8.6,,,11.18,,3.3,27
12088,Bernard,King,Bernard King,2003,SG-PG,75.75,,200,77.5,98.5,28,33.5,12.9,,,11.37,,3.18,11
2688,Brandin,Knight,Brandin Knight,2003,PG,71.75,,190,78,95.5,,,10.5,,,,,,6
2594,Kyle,Korver,Kyle Korver,2003,SF,78.25,,211,81.5,102.5,25.5,31.5,6.7,,,11.42,,3.47,13
2591,James,Lang,James Lang,2003,C-PF,80.25,,316,90.25,110,24.5,32,21.4,,,14.01,,3.55,8
12089,Donald,Little,Donald Little,2003,PF-C,81.5,,229,87,97,33,37,7.3,,,11.18,,3.2,18
2658,Chris,Marcus,Chris Marcus,2003,C,84,,334,92,114,,,23.1,,,,,,12
12090,Chris,Massie,Chris Massie,2003,PF-C,78.5,,259,85,106.5,26.5,33,14.8,,,12.48,,3.22,13
12091,Will,McDonald,Will McDonald,2003,C-PF,81.5,,258,87.5,109.5,25,32.5,13.6,,,11.83,,3.42,17
2545,Darko,Milicic,Darko Milicic,2003,PF,83.5,,250,89,111.5,26.5,32.5,8,,,11.3,,3.36,13
12092,Jeff,Newton,Jeff Newton,2003,PF,80,,199,85,106,27.5,34,5.3,,,11.18,,3.23,9
12093,Uche,Nsonwu-Amadi,Uche Nsonwu-Amadi,2003,PF-C,79.75,,246,87.75,106.5,27.5,29,6,,,11.83,,3.25,21
12094,Ugonna,Okyekwe,Ugonna Okyekwe,2003,SF,79.25,,228,87,109,32,36.5,4.3,,,11.43,,3.2,8
101248,Marlon,Parmer,Marlon Parmer,2003,PG,72.75,,184,75.5,97,28,32,9.3,,,,,3.42,13
12095,Stephane,Pelle,Stephane Pelle,2003,PF-SF,79,,246,86,107,28.5,33,12.4,,,11.37,,3.27,17
2632,Kirk,Penney,Kirk Penney,2003,SG-SF,77,,218,77.25,97,32,35.5,8,,,10.44,,3.04,15
2750,Pavel,Podkolzin,Pavel Podkolzin,2003,C,87.5,,303,89.75,116,19.5,22.5,16.3,,,13.4,,3.8,5
2694,Josh,Powell,Josh Powell,2003,PF-SF,80,,227,85,107.5,32.5,38.5,8,,,11.72,,3.2,15
12096,Hollis,Price,Hollis Price,2003,PG-SG,71.5,,165,76.5,94.5,27.5,33,7.3,,,10.72,,3.25,1
2557,Luke,Ridnour,Luke Ridnour,2003,PG,73,,167,75,95.5,26,32.5,5.3,,,11,,3.28,0
12097,Joe,Shipp,Joe Shipp,2003,SG,76,,224,82,103,29,34.5,11.7,,,11.75,,3.2,17
12098,Ron,Slay,Ron Slay,2003,SF-PF,78,,236,82,103.5,28.5,31.5,16.3,,,12.01,,3.43,10
2596,Tommy,Smith,Tommy Smith,2003,PF-SF,81,,200,86.5,107.5,30,33,6.7,,,11.54,,3.14,2
2604,Theron,Smith,Theron Smith,2003,PF-SF,78.5,,234,82.25,104.5,28.5,32,9.3,,,10.99,,3.1,25
12099,Marvin,Stone,Marvin Stone,2003,C-PF,81.5,,261,87.5,109.5,25.5,27.5,17.4,,,12.1,,3.5,9
2552,Michael,Sweetney,Michael Sweetney,2003,PF,79.25,,262,85,107.5,26,31.5,14.1,,,12.9,,3.28,3
2756,Sasha,Vujacic,Sasha Vujacic,2003,PG-SG,77.5,,193,77.5,101,,,14.1,,,,,,0
2548,Dwyane,Wade,Dwyane Wade,2003,SG-SF,75.75,,212,82.75,102,31.5,35,6.7,,,10.56,,3.08,9
12101,Wayne,Wallace,Wayne Wallace,2003,PF,79.25,,187,86,108,29.5,36,4.6,,,11.85,,3.24,6
2575,Luke,Walton,Luke Walton,2003,SF-PF,79.75,,235,80.5,104,28,,9.3,,,,,,12
2561,David,West,David West,2003,PF-SF,80.25,,226,88.25,108.25,28.5,31.5,8,,,12.18,,3.43,11
2590,Mo,Williams,Mo Williams,2003,PG-SG,72.75,,189,77.5,98.5,,,6.7,,,,,,3
12102,Wesley,Wilson,Wesley Wilson,2003,C-PF,82.25,,257,87,110.5,27,30.5,12.4,,,12.19,,3.3,20
12103,Doug,Wrenn,Doug Wrenn,2003,SF-PF,77.75,,220,91.5,100.5,34.5,41,7.3,,,11.38,,3.17,15
2583,Derrick,Zimmerman,Derrick Zimmerman,2003,PG,73,,190,81,96.25,34,40.5,5.3,,,11.09,,3.1,13
2754,Tony,Allen,Tony Allen,2004,SG,75.5,76.25,214,81,102,31.5,36.5,6.7,,,10.7,,3.19,17
2772,Trevor,Ariza,Trevor Ariza,2004,SG-SF,79,80.25,201,86,107.5,29.5,32,8,,,11.63,,3.29,8
2857,Andre,Barrett,Andre Barrett,2004,PG,68.75,69.75,171,73,92,29,34.5,6.7,,,10.63,,3.08,13
101138,Brandon,Bass,Brandon Bass,2004,PF,78.25,79.25,246,86.5,106.5,31.5,33,9.3,,,11.61,,3.24,18
2740,Andris,Biedrins,Andris Biedrins,2004,C,,,,,,,,9.3,,,,,,
2800,Tony,Bobbitt,Tony Bobbitt,2004,SG,74.75,76,185,79,100,,,7.3,,,,,,1
12173,Brian,Boddicker,Brian Boddicker,2004,SF-PF,79.5,80.75,230,82,105.5,28,30,11.2,,,10.93,,3.25,16
12174,Tim,Bowers,Tim Bowers,2004,PG-SG,72.5,73.75,181,81,98,37,43.5,2.6,,,11.24,,3.21,13
2810,Andre,Brown,Andre Brown,2004,PF-C,80,81.5,236,83,107,32,35.5,6,,,11.7,,3.22,18
2766,Antonio,Burks,Antonio Burks,2004,PG,72,72.75,191,78.5,96.5,,,9.9,,,,,,9
2866,Jackie,Butler,Jackie Butler,2004,C,80,81.5,263,85.5,109,23,25,16.3,,,13.32,,3.4,14
12175,Aleksandar,Capin,Aleksandar Capin,2004,PG,72,73.25,176,73.5,94,23,29,9.3,,,11.5,,3.27,4
12176,Ales,Chan,Ales Chan,2004,C,84,86,255,87,113,21,29,14.8,,,12.9,,3.62,2
2735,Josh,Childress,Josh Childress,2004,SG-SF,77.75,79.25,196,83,105,29,36,9.3,,,11.95,,3.38,11
200555,TJ,Cummings,TJ Cummings,2004,SF,79.5,80.75,215,81.5,106.5,27,31,6.7,,,11.58,,3.12,6
2845,Erik,Daniels,Erik Daniels,2004,SF-PF,78.25,79.5,223,83,106,31,32,18.5,,,11.38,,3.19,4
2736,Luol,Deng,Luol Deng,2004,SF,79,80,220,84.5,108.5,27.5,31.5,6.7,,,11.46,,3.34,5
12177,Marcus,Douthit,Marcus Douthit,2004,C-PF,81.5,83,223,88,111.5,25.5,31.5,13.7,,,11.64,,3.34,1
2768,Chris,Duhon,Chris Duhon,2004,PG,72,73.25,193,78.5,98,31.5,35,6.7,,,10.45,,3.14,7
2823,John,Edwards,John Edwards,2004,C,83.25,85,264,88.5,113,,,14.1,,,,,,15
2765,Andre,Emmett,Andre Emmett,2004,SG-SF,75.5,76.5,216,81,100,,,6.7,,,,,,
2824,Desmon,Farmer,Desmon Farmer,2004,SG,76.5,77.75,214,80.5,103,24,31,5.3,,,10.89,,3.2,12
2784,Luis,Flores,Luis Flores,2004,PG-SG,72.5,73.75,202,79.5,98.5,29,32,6,,,10.97,,3.1,15
2782,Matt,Freije,Matt Freije,2004,SF-PF,80.25,81.5,234,85,108.5,29.5,31,10.8,,,11.15,,3.25,13
12178,Chris,Garnett,Chris Garnett,2004,C-PF,80.25,81.75,260,85,108,27,31.5,14.8,,,11.75,,3.36,22
101155,Ryan,Gomes,Ryan Gomes,2004,SF-PF,78.5,79.75,248,86,106.5,26.5,30.5,,,,12.49,,3.24,9
2732,Ben,Gordon,Ben Gordon,2004,PG-SG,73,74.25,192,80.5,99,31.5,37.5,5.3,,,11.28,,3.19,12
2734,Devin,Harris,Devin Harris,2004,PG,73.75,75,170,79.5,98.5,30.5,37,5.3,,,11.03,,3.19,5
2730,Dwight,Howard,Dwight Howard,2004,PF-C,81,82.25,240,88.5,111.5,30.5,35.5,10.5,,,11.21,,3.14,7
12179,Rolando,Howell,Rolando Howell,2004,PF,79.5,80.5,229,84.5,107,28.5,34.5,11.7,,,11.91,,3.28,
2743,Kris,Humphries,Kris Humphries,2004,PF,80.25,81.5,238,84.5,106.5,29.5,36,6.7,,,11.33,,3.2,22
2738,Andre,Iguodala,Andre Iguodala,2004,SG-SF,77.75,78.75,217,83,105.5,30.5,34.5,6.7,,,11.17,,3.18,4
12180,Martin,Iti,Martin Iti,2004,C-PF,80.5,81.75,233,89,111.5,26.5,32.5,10.5,,,12.28,,3.41,13
2739,Luke,Jackson,Luke Jackson,2004,SF-SG,78,79,212,80.5,103,26.5,36,8,,,11.1,,3.24,13
2744,Al,Jefferson,Al Jefferson,2004,PF-SF,80.5,81.75,263,86.5,110,28.5,30,10.5,,,13.08,,3.29,3
2865,Arthur,Johnson,Arthur Johnson,2004,PF-C,79,80.5,262,87,109,26.5,28.5,16.3,,,11.81,,3.38,14
12181,Ivan,Koljevic,Ivan Koljevic,2004,PG,73,74,172,74.5,95,26,28.5,6.7,,,11.07,,3.28,4
12182,Herve,Lamizana,Herve Lamizana,2004,SF-PF,79.5,80.5,210,85.5,107,,,6.7,,,,,,
2778,Sergei,Lishouk,Sergei Lishouk,2004,PF-SF,82.25,83.5,244,84,109.5,,,10.5,,,,,,
2733,Shaun,Livingston,Shaun Livingston,2004,PG-SG,78.25,79.5,186,83,105.5,26.5,30,6.7,,,10.72,,3.23,
12184,Jaime,Lloreda,Jaime Lloreda,2004,PF,78.75,80.5,247,81.5,107,25.5,29.5,9.9,,,12.93,,3.23,6
12000,Bryant,Matthews,Bryant Matthews,2004,SF-SG,77.75,78.75,206,84.5,105.5,29,34.5,6.7,,,11.08,,3.13,13
12001,Marcus,Melvin,Marcus Melvin,2004,SF-PF,78.75,80.5,241,84,105.5,25,30.5,10.5,,,11.81,,3.33,11
2822,Rich,Melzer,Rich Melzer,2004,PF-SF,79.5,80.75,229,86,107,24.5,28.5,12.4,,,11.74,,3.39,8
2777,Ricky,Minard,Ricky Minard,2004,PG-SG,75.25,76.25,198,79,101.5,27.5,33,8,,,10.94,,3.1,13
12002,James,Moore,James Moore,2004,PF-SF,78.5,80,198,84.5,107,28.5,32.5,8,,,11.01,,3.21,
12003,Marcus,Moore,Marcus Moore,2004,PG-SG,76,77.25,202,81,101.5,25,30,14.8,,,11.31,,3.34,
12004,Michel,Morandais,Michel Morandais,2004,SG-SF,75.75,76.75,205,83.5,102,30.5,33.5,8.6,,,11.45,,3.22,16
2749,Jameer,Nelson,Jameer Nelson,2004,PG,71,72.5,199,74.5,95,28.5,33.5,8,,,10.95,,3.14,15
12005,Misan,Nikagbatse,Misan Nikagbatse,2004,SG-PG,75.5,76.75,223,82,102,27.5,32.5,12.9,,,11.27,,3.32,11
2731,Emeka,Okafor,Emeka Okafor,2004,C-PF,80.75,82,257,88,110.5,31.5,34,5.3,,,12.32,,3.15,22
12006,Randall,Orr,Randall Orr,2004,PF-SF,81,82.75,193,82.5,107.5,26.5,33,6.7,,,11.18,,3.27,6
12007,Dylan,Page,Dylan Page,2004,SF,79.5,80.75,239,79,105,26,30,12.3,,,10.99,,3.4,17
-1,Drago,Pasalic,Drago Pasalic,2004,PF,81.25,82.75,231,83.5,108,25.5,30,12.9,,,12.97,,3.56,8
12008,Rickey,Paulding,Rickey Paulding,2004,SG,74.75,76,210,81.5,101.5,30,36,5.3,,,11.14,,3.17,17
12009,Kelvin,Pena,Kelvin Pena,2004,SG-PG,74.25,75.25,182,78.5,99.5,27.5,32.5,8.6,,,11.5,,3.24,1
2773,Tim,Pickett,Tim Pickett,2004,PG-SG,75,76.25,207,79.5,100.5,,,6,,,,,,
12010,Omar,Quintero,Omar Quintero,2004,PG,69.75,71.25,170,71.5,92.5,25,29,14.1,,,11.37,,3.25,2
2762,Peter,Ramos,Peter Ramos,2004,C,85.75,87.25,266,89.5,111.5,24,26.5,6.7,,,12.61,,3.6,2
2876,Jared,Reiner,Jared Reiner,2004,C-PF,82,83.75,246,84.5,109,22,26,12.9,,,12.65,,3.56,15
101160,Lawrence,Roberts,Lawrence Roberts,2004,PF,79.5,81,233,81.5,106.5,27.5,33,9.3,,,12.52,,3.3,18
2774,Bernard,Robinson,Bernard Robinson,2004,SG-SF,77.25,78.5,208,82,102,28.5,34.5,6,,,10.91,,3.17,14
101126,Nate,Robinson,Nate Robinson,2004,PG,67.75,69,181,73,91.5,35.5,43.5,6.7,,,10.75,,2.96,13
12011,Aerick,Sanders,Aerick Sanders,2004,PF,78.5,79.5,205,83.5,106,24.5,30.5,6.7,,,11.98,,3.37,9
2781,Romain,Sato,Romain Sato,2004,SG,74,75.25,204,83,102.5,31.5,35.5,6,,,11.27,,3.18,8
12012,Blagota,Sekulic,Blagota Sekulic,2004,SF-PF,81.25,82.5,234,83,107,23.5,31.5,9.3,,,10.93,,3.39,8
2746,Josh,Smith,Josh Smith,2004,SG-SF,79,80.25,221,84,106.5,32.5,39.5,6.7,,,11.43,,3.24,12
2747,J.R.,Smith,J.R. Smith,2004,SG-SF,77.5,78.75,227,82,104,29,35.5,6.7,,,10.93,,3.21,5
2745,Kirk,Snyder,Kirk Snyder,2004,SG-SF,78,78.75,228,81,104,30,35,9.3,,,10.79,,3.13,19
2776,Pape,Sow,Pape Sow,2004,PF-C,80.5,82,233,86,108.5,28,31.5,9.3,,,12.13,,3.27,18
12014,Tiago,Splitter,Tiago Splitter,2004,C-PF,82.25,83.75,233,86,109.5,26,31.5,5.3,,,11.65,,3.38,8
12015,Blake,Stepp,Blake Stepp,2004,PG,,,,,,,,8,,,,,,
12016,Tom,Timmerrmans,Tom Timmerrmans,2004,PF-C,82.5,83.5,272,83,107.5,23,26.5,15.2,,,13.13,,3.63,15
12296,Marko,Tomas,Marko Tomas,2004,SG-PG,78.5,79.75,198,79,103.5,32,31.5,9.3,,,11.8,,3.23,
2757,Beno,Udrih,Beno Udrih,2004,PG,74.5,75.75,199,76.5,98,,,9.3,,,,,,2
2761,Jackson,Vroman,Jackson Vroman,2004,PF-C,81.25,82.75,226,84,105.5,29.5,33.5,6.7,,,10.75,,3.25,12
2753,Delonte,West,Delonte West,2004,PG-SG,73.5,74.75,183,78,99.5,30,35,6.7,,,11.2,,3.15,12
2863,Damien,Wilkins,Damien Wilkins,2004,SG-SF,76.5,78,222,84,106,26.5,31,7.3,,,11.92,,3.15,15
12292,Mike,Williams,Mike Williams,2004,SF,77.5,78.5,197,83.5,105.5,23.5,27.5,9.3,,,11.59,,3.42,
12293,Nate,Williams,Nate Williams,2004,PF-SF,80.5,82,240,85.5,109.5,23.5,26,12.4,,,12.6,,3.35,1
12294,Rashad,Wright,Rashad Wright,2004,PG,72.5,73.75,190,82,98.5,28.5,32.5,8,,,11.15,,3.28,10
101165,Alex,Acker,Alex Acker,2005,SG,75.75,76.75,183,84,102.5,28,32,,,,11.67,,3.35,11
101224,Deji,Akindele,Deji Akindele,2005,C-PF,81.5,83,236.4,87,108.5,30.5,32.5,,,,12.58,,3.35,13
200969,Mustafa,Al-Sayyad,Mustafa Al-Sayyad,2005,PF-C,,,,,,26.5,30.5,,,,11.56,,3.42,
12104,Nemanja,Aleksandrov,Nemanja Aleksandrov,2005,PF-SF,82,84,220.6,83,110,,,,,,,,,5
101187,Alan,Anderson,Alan Anderson,2005,SG-SF,76.5,78,223.2,81.5,104,26.5,30.5,,,,10.32,,3.27,10
101149,Martynas,Andriuskevicius,Martynas Andriuskevicius,2005,C-PF,85.25,87,227.8,83.25,112.5,24,27.5,,,,11.94,,3.42,0
101252,Sean,Banks,Sean Banks,2005,SF,77.75,79,206.4,85,108,25,31.5,,,,11.74,,3.35,7
101188,Eddie,Basden,Eddie Basden,2005,SG-SF,76.25,77.5,210,82.25,101,33,36.5,,,,10.52,,3.21,14
12105,Mike,Bell,Mike Bell,2005,SF-PF,80.75,81.25,206.2,85.5,104.5,33.5,39.5,,,,11.73,,3.29,13
101106,Andrew,Bogut,Andrew Bogut,2005,C-PF,83,84.25,250.6,87,110.5,27.5,33.5,,,,12.06,,3.51,13
200793,Dee,Brown,Dee Brown,2005,PG-SG,71,72,179,74,94,,,,,,,,,
101198,Will,Bynum,Will Bynum,2005,PG-SG,70.5,71.5,188.8,75.5,93,33,40.5,,,,11.12,,3,15
12106,Marcus,Campbell,Marcus Campbell,2005,C,82.25,84.25,280.4,90,114,,,,,,,,,9
101215,Will,Conroy,Will Conroy,2005,PG,73,74,188.6,75,96.5,30.5,36.5,,,,10.51,,3.28,14
12107,Taylor,Coppenrath,Taylor Coppenrath,2005,PF-SF,79.75,81.25,252.4,83.5,106.5,24.5,27,,,,11.51,,3.44,5
101143,Travis,Diener,Travis Diener,2005,PG-SG,71.75,73,165.2,71.75,93.5,24.5,31,,,,10.85,,3.26,1
101113,Ike,Diogu,Ike Diogu,2005,PF,78.5,80,255.4,87.5,109,28,31,,,,11.94,,3.45,21
12108,Daryl,Dorsey,Daryl Dorsey,2005,PG,71.25,72.5,160.8,71.5,94,25,30.5,,,,11.41,,3.24,0
101145,Monta,Ellis,Monta Ellis,2005,SG-PG,74.25,75.25,176.6,74.75,98,26.5,31.5,,,,12.13,,3.31,0
101109,Raymond,Felton,Raymond Felton,2005,PG,71.5,72.25,199.4,76.25,98,29,33.5,,,,10.5,,3.06,6
201164,Rudy,Fernandez,Rudy Fernandez,2005,SG,76.75,78,172,79.5,101.5,26.5,35.5,,,,10.48,,3.33,0
12109,D'Or,Fischer,D'Or Fischer,2005,C-PF,81.25,82.5,242.4,90,110.5,28,30.5,,,,12.53,,3.5,2
12110,Eddy,Fobbs,Eddy Fobbs,2005,C-PF,82.25,83.25,235.2,90.75,111.5,29.5,34,,,,11.53,,3.28,12
101213,Sharrod,Ford,Sharrod Ford,2005,PF,79.25,80.25,212.8,85.5,106,28.5,37,,,,11.92,,3.2,9
101112,Channing,Frye,Channing Frye,2005,PF-C,81.5,82.5,243.6,86.5,110.5,27.5,31,,,,11.6,,3.38,19
101184,Deng,Gai,Deng Gai,2005,PF-C,79.75,81.25,214,88.5,110.5,31.5,35.5,,,,12.51,,3.27,11
101128,Francisco,Garcia,Francisco Garcia,2005,SF-SG,77.75,79,189.6,82.75,103,27.5,31.5,,,,10.63,,3.33,5
12111,John,Gilchrist,John Gilchrist,2005,PG,73.25,74.5,195.2,81.25,96.5,30.5,36.5,,,,11.48,,3.15,12
101162,Marcin,Gortat,Marcin Gortat,2005,PF-C,83,84,225.2,87.5,110,29.5,36,,,,11.48,,3.33,18
101121,Joey,Graham,Joey Graham,2005,SF,77.25,78.5,216.6,80,104,30,36,,,,10.62,,3.05,26
101122,Danny,Granger,Danny Granger,2005,,79.5,80.5,225.4,85.5,103,31,34,,,,10.84,,3.34,10
101123,Gerald,Green,Gerald Green,2005,SF,78,79.25,192,81.75,104,31.5,39,,,,11.2,,3.21,7
101236,Charles,Hayes,Charles Hayes,2005,SF-PF,77.5,78.75,232.4,82,104.5,30,33,,,,10.7,,3.34,20
101129,Luther,Head,Luther Head,2005,PG-SG,74,75,178.8,77.25,98.5,31.5,38.5,,,,11.12,,3.21,14
101125,Julius,Hodge,Julius Hodge,2005,SG-SF,78,79,202.2,84.5,107.5,24.5,29,,,,10.89,,3.18,14
12112,Jared,Homan,Jared Homan,2005,C-PF,79.75,80.75,248.2,85.25,104.5,,,,,,,,,16
101141,Ersan,Ilyasova,Ersan Ilyasova,2005,SF,79.75,81,208.8,85.25,109.5,22,30,,,,11.59,,3.56,2
101127,Jarrett,Jack,Jarrett Jack,2005,PG,74.5,75.5,197.6,79.5,100,26,28.5,,,,10.87,,3.24,5
101204,Dwayne,Jones,Dwayne Jones,2005,C-PF,80.5,82,242.2,86.75,108.5,28,31.5,,,,11.87,,3.25,15
12113,Mindaugas,Katelynas,Mindaugas Katelynas,2005,SF-PF,79.5,80.5,217,83,105.5,31.5,35,,,,11.6,,3.38,7
201318,Jason,Klotz,Jason Klotz,2005,C-PF,80.5,81.75,249.4,82,107.5,21.5,27,,,,13.13,,3.68,12
-1,Carl,Krauser,Carl Krauser,2005,PG-SG,71.5,72.75,193.4,77.5,98.5,26,31,,,,11.62,,3.38,8
